Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
16464	16465	b2359	b2360	yfdP	yfdQ	TRUE	0.758	66.000	0.233	NA		0.511
16465	16466	b2360	b2361	yfdQ	b2361	FALSE	0.369	128.000	0.039	NA		0.495
16466	16467	b2361	b2362	b2361	yfdS	TRUE	0.817	-9.000	0.000	NA		0.364
16467	16468	b2362	b2363	yfdS	yfdT	TRUE	0.901	0.000	0.000	NA		0.369
16468	1936745	b2363	b4545	yfdT	ypdJ	TRUE	0.865	3.000	0.000	NA		NA
1936745	1936746	b4545	b4501	ypdJ	torI	FALSE	0.187	79.000	0.000	NA		NA
1936746	3446197	b4501	b4643	torI	pawZ	FALSE	0.012	74.000	0.000	NA		-0.042
16470	16471	b2365	b2366	dsdX	dsdA	TRUE	0.971	18.000	0.083	1.000	Y	0.443
16472	16473	b2367	b2368	emrY	emrK	TRUE	0.995	0.000	1.000	1.000		0.503
16474	16475	b2369	b2370	evgA	evgS	TRUE	0.983	5.000	0.000	0.011	Y	0.351
16476	16477	b2371	b2372	yfdE	yfdV	FALSE	0.169	74.000	0.000	1.000		0.289
16477	16478	b2372	b2373	yfdV	oxc	FALSE	0.060	70.000	0.000	1.000		0.210
16478	16479	b2373	b2374	oxc	frc	TRUE	0.801	54.000	0.134	1.000	N	0.515
16479	16480	b2374	b2375	frc	yfdX	FALSE	0.016	513.000	0.000	NA		0.314
16483	7497359	b2378	b4680	ddg	ypdK	FALSE	0.025	356.000	0.000	NA		NA
16485	16486	b2380	b2381	ypdA	ypdB	TRUE	0.988	15.000	0.744	0.014	Y	0.191
16486	16487	b2381	b2382	ypdB	ypdC	TRUE	0.967	13.000	0.051	0.073	Y	0.310
16488	16489	b2383	b2384	ypdD	ypdE	TRUE	0.944	25.000	0.571	1.000	Y	0.061
16489	16490	b2384	b2385	ypdE	ypdF	TRUE	0.979	0.000	0.009	0.022	N	0.491
16490	16491	b2385	b2386	ypdF	ypdG	FALSE	0.133	15.000	0.011	1.000	N	0.121
16491	16492	b2386	b2387	ypdG	ypdH	TRUE	0.983	22.000	0.875	0.012	Y	0.165
16492	16493	b2387	b2388	ypdH	glk	FALSE	0.112	219.000	0.091	1.000	Y	0.097
16494	16495	b2389	b2390	yfeO	ypeC	FALSE	0.243	115.000	0.000	NA		0.413
16498	16499	b2393	b2394	nupC	yi81_3	FALSE	0.009	87.000	0.000	1.000		0.087
16500	1936751	b2395	b2396	yfeA	alaX	FALSE	0.052	209.000	0.000	NA		NA
1936751	1936752	b2396	b2397	alaX	alaW	FALSE	0.473	40.000	0.000	NA		NA
16501	16502	b2398	b2399	yfeC	yfeD	TRUE	0.978	2.000	0.000	0.005		0.452
1936754	1936755	b2401	b2402	valU	valX	FALSE	0.430	45.000	0.000	NA		NA
1936755	1936756	b2402	b2403	valX	valY	FALSE	0.411	47.000	0.000	NA		NA
1936756	1936757	b2403	b2404	valY	lysV	TRUE	0.860	5.000	0.000	NA		NA
16504	16505	b2405	b2406	xapR	xapB	FALSE	0.091	252.000	0.130	1.000		0.350
16505	16506	b2406	b2407	xapB	xapA	FALSE	0.017	60.000	0.111	1.000		0.032
1936758	16510	b4546	b2411	ypeB	ligA	TRUE	0.976	2.000	0.017	NA		0.575
16510	16511	b2411	b2412	ligA	zipA	FALSE	0.012	71.000	0.002	1.000	N	0.103
16512	16513	b2413	b2414	cysZ	cysK	FALSE	0.164	185.000	0.122	1.000	Y	0.095
16513	16514	b2414	b2415	cysK	ptsH	FALSE	0.017	384.000	0.019	1.000	N	0.306
16514	16515	b2415	b2416	ptsH	ptsI	TRUE	0.970	45.000	0.000	0.012	Y	0.720
16515	16516	b2416	b2417	ptsI	crr	TRUE	0.975	41.000	0.000	0.012	Y	0.755
16518	16519	b2419	b2420	yfeK	yfeS	FALSE	0.052	33.000	0.000	NA		0.199
16520	16521	b2421	b2422	cysM	cysA	TRUE	0.609	134.000	0.049	1.000	N	0.822
16521	1936759	b2422	b2423	cysA	cysW	TRUE	0.993	-10.000	0.180	1.000	Y	0.818
1936759	16523	b2423	b2424	cysW	cysU	TRUE	0.998	0.000	0.583	0.001	N	0.811
16523	16524	b2424	b2425	cysU	cysP	TRUE	0.997	0.000	0.479	0.002	N	0.772
16524	16525	b2425	b2426	cysP	ucpA	FALSE	0.001	304.000	0.043	1.000	N	-0.327
16525	16526	b2426	b2427	ucpA	yfeT	FALSE	0.151	129.000	0.000	1.000	N	0.357
16527	16528	b2428	b2429	yfeU	murP	TRUE	0.973	4.000	0.158	1.000		0.448
16528	16529	b2429	b2430	murP	b2430	TRUE	0.973	5.000	0.167	1.000	N	0.450
16530	16531	b2431	b2432	b2431	yfeY	FALSE	0.508	96.000	0.333	NA		0.391
16531	16532	b2432	b2433	yfeY	b2433	FALSE	0.449	61.000	0.204	NA		0.305
16532	16533	b2433	b2434	b2433	b2434	TRUE	0.818	-13.000	0.059	NA		0.362
16534	16535	b2435	b2436	amiA	hemF	TRUE	0.937	4.000	0.025	1.000	N	0.416
16536	16537	b2437	b2438	yfeG	b2438	TRUE	0.815	46.000	0.250	NA	N	0.432
16537	16538	b2438	b2439	b2438	eutL	TRUE	0.933	13.000	0.106	NA	N	0.425
16538	16539	b2439	b2440	eutL	eutC	TRUE	0.989	10.000	0.000	1.000	Y	0.538
16539	16540	b2440	b2441	eutC	eutB	TRUE	0.966	21.000	0.000	0.001	Y	0.373
16541	16542	b2442	b2443	intZ	yffL	FALSE	0.137	191.000	0.000	NA		0.418
16542	16543	b2443	b2444	yffL	yffM	FALSE	0.012	470.000	0.000	NA		0.282
16543	16544	b2444	b2445	yffM	yffN	TRUE	0.742	12.000	0.000	NA		0.292
16544	16545	b2445	b2446	yffN	yffO	FALSE	0.451	118.000	0.000	NA		0.549
16545	16546	b2446	b2447	yffO	yffP	TRUE	0.902	-3.000	0.000	NA		0.389
16546	16547	b2447	b2448	yffP	yffQ	FALSE	0.039	475.000	0.000	NA		0.399
16547	16548	b2448	b2449	yffQ	yffR	TRUE	0.965	11.000	0.000	NA		0.532
16548	16549	b2449	b2450	yffR	yffS	FALSE	0.168	151.000	0.000	NA		0.405
16550	16551	b2451	b2452	eutA	eutH	TRUE	0.996	-3.000	0.400	NA	Y	0.596
16551	16552	b2452	b2453	eutH	eutG	FALSE	0.086	217.000	0.222	1.000	N	0.244
16552	16553	b2453	b2454	eutG	eutJ	TRUE	0.953	-10.000	0.556	1.000	N	0.314
16553	16554	b2454	b2455	eutJ	eutE	TRUE	0.966	11.000	0.375	1.000	N	0.363
16554	16555	b2455	b2456	eutE	cchB	TRUE	0.991	12.000	0.667	NA	Y	0.375
16555	16556	b2456	b2457	cchB	cchA	FALSE	0.496	107.000	0.182	NA	Y	0.280
16556	16557	b2457	b2458	cchA	eutI	TRUE	0.939	39.000	0.455	NA	Y	0.354
16557	16558	b2458	b2459	eutI	eutT	TRUE	0.821	-3.000	0.095	1.000	N	0.252
16558	16559	b2459	b2460	eutT	eutQ	TRUE	0.985	-3.000	0.214	NA	Y	0.403
16559	16560	b2460	b2461	eutQ	eutP	TRUE	0.987	-25.000	0.167	NA	Y	0.630
16560	16561	b2461	b2462	eutP	b2462	TRUE	0.937	13.000	0.000	1.000	Y	0.264
16561	16562	b2462	b2463	b2462	maeB	FALSE	0.001	293.000	0.070	1.000	N	0.020
16563	16564	b2464	b2465	talA	tktB	TRUE	0.997	20.000	0.739	1.000	Y	0.888
16565	16566	b2466	b2467	ypfG	yffH	FALSE	0.196	126.000	0.333	NA		0.175
16566	16567	b2467	b2468	yffH	aegA	FALSE	0.350	68.000	0.167	1.000	N	0.288
16568	16569	b2469	b2470	narQ	acrD	FALSE	0.203	164.000	0.133	0.081	N	0.307
16570	16571	b2471	b2472	yffB	dapE	TRUE	0.980	4.000	0.292	1.000	N	0.442
16571	1936770	b2472	b4547	dapE	ypfN	FALSE	0.352	28.000	0.025	NA		0.264
16572	16573	b2473	b2474	ypfH	ypfI	FALSE	0.012	74.000	0.000	1.000		0.110
16573	16574	b2474	b2475	ypfI	ypfJ	FALSE	0.471	15.000	0.029	1.000		0.224
16574	16575	b2475	b2476	ypfJ	purC	FALSE	0.004	168.000	0.006	1.000		-0.207
16575	16576	b2476	b2477	purC	nlpB	FALSE	0.176	213.000	0.019	1.000	N	0.477
16576	16577	b2477	b2478	nlpB	dapA	TRUE	0.993	17.000	0.267	1.000	Y	0.654
16578	16579	b2479	b2480	gcvR	bcp	TRUE	0.989	0.000	0.102	1.000	N	0.727
16579	16580	b2480	b2481	bcp	hyfA	FALSE	0.002	253.000	0.000	1.000	N	-0.122
16580	16581	b2481	b2482	hyfA	hyfB	TRUE	0.988	0.000	0.000	1.000	Y	0.475
16581	16582	b2482	b2483	hyfB	hyfC	TRUE	0.963	11.000	0.000	1.000	Y	0.338
16582	16583	b2483	b2484	hyfC	hyfD	TRUE	0.952	17.000	0.412	1.000	Y	0.062
16583	16584	b2484	b2485	hyfD	hyfE	TRUE	0.981	12.000	0.093	0.006	Y	0.341
16584	16585	b2485	b2486	hyfE	hyfF	TRUE	0.994	5.000	0.864	0.006	Y	0.153
16585	16586	b2486	b2487	hyfF	hyfG	TRUE	0.964	-10.000	0.016	0.006	Y	0.337
16586	16587	b2487	b2488	hyfG	hyfH	TRUE	0.975	10.000	0.044	1.000	Y	0.386
16587	16588	b2488	b2489	hyfH	hyfI	TRUE	0.962	-3.000	0.222	1.000	Y	0.150
16588	16589	b2489	b2490	hyfI	b2490	TRUE	0.898	-7.000	0.250	NA		0.289
16589	16590	b2490	b2491	b2490	hyfR	TRUE	0.796	30.000	0.000	NA		0.431
16590	16591	b2491	b2492	hyfR	focB	FALSE	0.087	22.000	0.000	1.000	N	0.012
16593	16594	b2494	b2495	yfgC	yfgD	TRUE	0.823	21.000	0.259	1.000		0.225
16595	16596	b2496	b2497	hda	uraA	FALSE	0.008	95.000	0.048	1.000		0.146
16596	16597	b2497	b2498	uraA	upp	TRUE	0.860	86.000	0.101	1.000	Y	0.661
16598	16599	b2499	b2500	purM	purN	TRUE	0.998	0.000	0.230	0.002	Y	0.707
16599	16600	b2500	b2501	purN	ppk	FALSE	0.003	172.000	0.017	1.000	N	0.204
16600	16601	b2501	b2502	ppk	ppx	TRUE	0.997	5.000	0.486	1.000	Y	0.575
16603	16604	b2504	b2505	yfgG	yfgH	FALSE	0.001	311.000	0.000	NA		-0.023
16604	16605	b2505	b2506	yfgH	yfgI	TRUE	0.833	16.000	0.273	NA		0.195
16606	16607	b2507	b2508	guaA	guaB	TRUE	0.962	69.000	0.190	0.001	Y	0.826
16609	16610	b2510	b2511	b2510	b2511	FALSE	0.459	70.000	0.009	NA		0.449
16610	16611	b2511	b2512	b2511	yfgL	TRUE	0.647	118.000	0.203	1.000		0.597
16611	16612	b2512	b2513	yfgL	yfgM	TRUE	0.993	11.000	0.492	1.000		0.630
16612	16613	b2513	b2514	yfgM	hisS	TRUE	0.985	18.000	0.259	1.000		0.822
16613	16614	b2514	b2515	hisS	ispG	TRUE	0.738	111.000	0.207	1.000	N	0.758
16614	16615	b2515	b2516	ispG	yfgA	TRUE	0.973	27.000	0.233	1.000		0.761
16615	16616	b2516	b2517	yfgA	yfgB	FALSE	0.062	285.000	0.020	1.000		0.391
16616	16617	b2517	b2518	yfgB	ndk	FALSE	0.530	150.000	0.156	1.000		0.589
16617	16618	b2518	b2519	ndk	pbpC	FALSE	0.004	149.000	0.008	1.000	N	-0.108
16618	16619	b2519	b2520	pbpC	yfhM	TRUE	0.957	1.000	0.711	1.000		-0.065
16620	1936782	b2521	b4440	sseA	ryfA	FALSE	0.001	516.000	0.000	NA		-0.192
16621	16622	b2522	b2523	sseB	pepB	FALSE	0.478	142.000	0.253	NA		0.470
16622	16623	b2523	b2524	pepB	yfhJ	FALSE	0.508	178.000	0.171	1.000		0.637
16623	16624	b2524	b2525	yfhJ	fdx	TRUE	0.995	12.000	0.625	1.000		0.824
16624	16625	b2525	b2526	fdx	hscA	TRUE	0.997	2.000	0.794	1.000	N	0.773
16625	16626	b2526	b2527	hscA	hscB	TRUE	0.997	17.000	0.634	1.000	Y	0.742
16626	16627	b2527	b2528	hscB	iscA	TRUE	0.849	96.000	0.500	1.000		0.681
16627	16628	b2528	b2529	iscA	iscU	TRUE	0.994	17.000	0.359	0.002		0.894
16628	1936785	b2529	b2530	iscU	iscS	TRUE	0.983	28.000	0.448	1.000	N	0.905
1936785	16630	b2530	b2531	iscS	iscR	TRUE	0.834	112.000	0.424	1.000	N	0.845
16630	16631	b2531	b2532	iscR	yfhQ	FALSE	0.015	452.000	0.126	1.000	N	0.203
16632	16633	b2533	b2534	suhB	yfhR	FALSE	0.005	145.000	0.003	1.000		0.001
16633	16634	b2534	b2535	yfhR	csiE	FALSE	0.003	191.000	0.000	1.000		0.030
16635	16636	b2536	b2537	hcaT	hcaR	FALSE	0.056	160.000	0.000	1.000		0.277
16637	16638	b2538	b2539	hcaE	hcaF	TRUE	0.978	-3.000	0.333	0.001	N	0.325
16638	16639	b2539	b2540	hcaF	hcaC	TRUE	0.960	0.000	0.083	0.055	N	0.370
16639	16640	b2540	b2541	hcaC	hcaB	TRUE	0.963	-3.000	0.083	0.031	N	0.408
16640	16641	b2541	b2542	hcaB	hcaD	TRUE	0.957	10.000	0.000	0.031		0.403
16641	16642	b2542	b2543	hcaD	yphA	FALSE	0.018	97.000	0.000	NA		0.211
16643	16644	b2544	b2545	yphB	yphC	TRUE	0.772	12.000	0.000	1.000	N	0.293
16644	16645	b2545	b2546	yphC	yphD	FALSE	0.014	66.000	0.000	1.000	N	-0.033
16645	16646	b2546	b2547	yphD	yphE	TRUE	0.927	25.000	0.148	1.000	Y	0.310
16646	16647	b2547	b2548	yphE	yphF	TRUE	0.965	23.000	0.161	NA	Y	0.434
16647	16648	b2548	b2549	yphF	yphG	FALSE	0.188	97.000	0.000	NA		0.358
16652	16653	b2553	b2554	glnB	yfhA	FALSE	0.136	61.000	0.146	1.000	N	0.130
16653	16654	b2554	b2555	yfhA	yfhG	FALSE	0.185	-10.000	0.029	NA		0.214
16654	16655	b2555	b2556	yfhG	yfhK	FALSE	0.044	165.000	0.029	NA		0.287
16655	1936793	b2556	b4441	yfhK	glmY	FALSE	0.018	59.000	0.000	NA		0.111
1936793	1936794	b4441	b2557	glmY	purL	FALSE	0.001	316.000	0.000	NA		0.110
16658	16659	b2559	b2560	tadA	yfhB	FALSE	0.161	58.000	0.062	NA	N	0.249
16660	16661	b2561	b2562	yfhH	yfhL	FALSE	0.040	56.000	0.056	1.000		0.162
16662	16663	b2563	b2564	acpS	pdxJ	TRUE	0.992	0.000	0.326	1.000	N	0.618
16663	16664	b2564	b2565	pdxJ	recO	TRUE	0.849	12.000	0.166	1.000	N	0.238
16664	16665	b2565	b2566	recO	era	TRUE	0.978	12.000	0.109	1.000		0.590
16665	16666	b2566	b2567	era	rnc	TRUE	0.991	-3.000	0.127	0.044		0.708
16666	16667	b2567	b2568	rnc	lepB	FALSE	0.030	272.000	0.117	1.000		0.218
16667	16668	b2568	b2569	lepB	lepA	TRUE	0.977	16.000	0.187	1.000		0.610
16668	16669	b2569	b2570	lepA	rseC	FALSE	0.223	198.000	0.045	NA	N	0.497
16669	16670	b2570	b2571	rseC	rseB	TRUE	0.998	-3.000	0.609	NA	Y	0.724
16670	16671	b2571	b2572	rseB	rseA	TRUE	0.998	0.000	0.856	NA	Y	0.498
16671	16672	b2572	b2573	rseA	rpoE	TRUE	0.983	33.000	0.705	NA	N	0.766
16681	16682	b2582	b2583	trxC	yfiP	FALSE	0.013	69.000	0.084	NA		0.009
16682	16683	b2583	b2584	yfiP	yfiQ	FALSE	0.236	32.000	0.222	NA		-0.266
16683	16684	b2584	b2585	yfiQ	pssA	FALSE	0.152	114.000	0.121	0.051	N	0.139
16684	16685	b2585	b2586	pssA	yfiM	FALSE	0.311	46.000	0.089	NA		0.236
16686	1936801	b2587	b2588	kgtP	rrfG	FALSE	0.029	323.000	0.000	NA		NA
1936801	1936802	b2588	b2589	rrfG	rrlG	FALSE	0.155	93.000	0.000	NA		NA
1936802	1936803	b2589	b2590	rrlG	gltW	FALSE	0.064	185.000	0.000	NA		NA
1936803	1936804	b2590	b2591	gltW	rrsG	FALSE	0.073	172.000	0.000	NA		NA
1936804	16687	b2591	b2592	rrsG	clpB	FALSE	0.001	443.000	0.000	NA		0.057
16687	3446201	b2592	b4609	clpB	ryfD	FALSE	0.103	-20.000	0.000	NA		-0.140
3446201	16688	b4609	b2593	ryfD	yfiH	FALSE	0.206	8.000	0.000	NA		-0.318
16688	16689	b2593	b2594	yfiH	rluD	TRUE	0.954	-3.000	0.168	NA		0.411
16690	16692	b2595	b2597	yfiO	yfiA	FALSE	0.002	271.000	0.004	NA		-0.154
16692	16693	b2597	b2598	yfiA	pheL	FALSE	0.007	104.000	0.000	NA		0.044
16693	16694	b2598	b2599	pheL	pheA	FALSE	0.143	99.000	0.000	NA		0.329
16695	16696	b2600	b2601	tyrA	aroF	TRUE	0.994	11.000	0.000	1.000	Y	0.870
16697	16698	b2602	b2603	yfiL	yfiR	FALSE	0.074	150.000	0.148	NA		0.211
16698	16699	b2603	b2604	yfiR	yfiN	TRUE	0.979	-10.000	0.475	NA		0.489
16699	16700	b2604	b2605	yfiN	yfiB	TRUE	0.968	16.000	0.475	1.000	N	0.413
16701	16702	b2606	b2607	rplS	trmD	TRUE	0.989	42.000	0.567	1.000	Y	0.895
16702	16703	b2607	b2608	trmD	yfjA	TRUE	0.994	31.000	0.672	1.000	Y	0.941
16703	16704	b2608	b2609	yfjA	rpsP	TRUE	0.997	19.000	0.342	0.012	Y	0.885
16704	16705	b2609	b2610	rpsP	ffh	FALSE	0.481	249.000	0.361	1.000	N	0.638
16706	1936808	b2611	b4461	ypjD	yfjD	TRUE	0.981	21.000	0.349	NA		0.674
16709	1936809	b2615	b2616	yfjB	recN	FALSE	0.228	86.000	0.170	1.000	N	0.251
1936809	16711	b2616	b2617	recN	smpA	FALSE	0.209	149.000	0.049	1.000	N	0.413
16712	16713	b2618	b2619	b2618	yfjG	TRUE	0.977	-10.000	0.124	NA		0.722
16714	1936812	b2620	b2621	smpB	ssrA	FALSE	0.002	215.000	0.000	NA		-0.464
1936812	16715	b2621	b2622	ssrA	intA	FALSE	0.010	204.000	0.000	NA		0.225
16717	16718	b2624	b2625	alpA	yfjI	FALSE	0.123	129.000	0.000	NA		0.342
16718	16719	b2625	b2626	yfjI	yfjJ	FALSE	0.153	153.000	0.000	NA		0.397
16720	16721	b2627	b2628	yfjK	yfjL	TRUE	0.970	-3.000	0.407	NA		0.373
16721	16722	b2628	b2629	yfjL	yfjM	FALSE	0.001	360.000	0.000	NA		0.141
16723	16724	b2630	b2631	yfjN	yfjO	TRUE	0.992	-7.000	0.667	NA		0.654
16724	1936814	b2631	b2632	yfjO	yfjP	FALSE	0.001	355.000	0.000	NA		0.180
1936814	16726	b2632	b2633	yfjP	yfjQ	FALSE	0.008	92.000	0.000	NA		0.193
16726	16727	b2633	b2634	yfjQ	yfjR	FALSE	0.002	217.000	0.000	NA		0.164
16727	1936815	b2634	b2635	yfjR	ypjK	FALSE	0.037	41.000	0.000	NA		-0.016
1936815	16728	b2635	b2636	ypjK	b2636	TRUE	0.896	0.000	0.000	NA		0.362
16728	16729	b2636	b2637	b2636	yfjT	TRUE	0.871	24.000	0.000	NA		0.455
16730	16732	b2638	b2641	yfjU	yfjV	TRUE	0.856	13.000	0.000	NA		0.371
16733	3446203	b2642	b4644	yfjW	ypjI	FALSE	0.001	524.000	0.000	NA		0.019
3446203	16734	b4644	b2643	ypjI	yfjX	FALSE	0.257	103.000	0.000	NA		0.406
16734	16735	b2643	b2644	yfjX	yfjY	FALSE	0.564	9.000	0.000	NA		0.231
16735	1936820	b2644	b4548	yfjY	ypjJ	TRUE	0.980	9.000	0.000	NA		0.642
1936820	16736	b4548	b2645	ypjJ	yfjZ	TRUE	0.656	38.000	0.000	NA		0.400
16736	16737	b2645	b2646	yfjZ	ypjF	FALSE	0.093	21.000	0.000	NA		0.116
16737	3446205	b2646	b4645	ypjF	psaA	FALSE	0.062	190.000	0.000	NA		NA
16738	16739	b2647	b2648	ypjA	pinH	FALSE	0.001	339.000	0.000	NA		0.172
16739	16741	b2648	b2650	pinH	ypjC	FALSE	0.030	334.000	0.000	NA		0.342
16741	1936822	b2650	b2652	ypjC	ileY	FALSE	0.001	751.000	0.000	NA		0.069
1936823	16749	b4462	b2659	ygaQ	b2659	FALSE	0.033	336.000	0.000	NA		0.353
16749	16750	b2659	b2660	b2659	ygaF	TRUE	0.968	20.000	0.000	NA		0.828
16750	16751	b2660	b2661	ygaF	gabD	TRUE	0.964	23.000	0.000	1.000		0.831
16751	16752	b2661	b2662	gabD	gabT	TRUE	0.991	14.000	0.303	1.000	N	0.893
16752	16753	b2662	b2663	gabT	gabP	TRUE	0.586	238.000	0.121	1.000	Y	0.663
16753	16754	b2663	b2664	gabP	ygaE	TRUE	0.984	21.000	0.625	1.000	N	0.559
16755	16756	b2665	b2666	ygaU	yqaE	TRUE	0.687	84.000	0.027	1.000		0.707
16757	16758	b2667	b2668	ygaV	ygaP	TRUE	0.852	10.000	0.083	NA	N	0.304
16762	16763	b2672	b2673	ygaM	nrdH	FALSE	0.015	248.000	0.000	NA		0.252
16763	16764	b2673	b2674	nrdH	nrdI	TRUE	0.984	-3.000	0.026	NA	N	0.894
16764	16765	b2674	b2675	nrdI	nrdE	TRUE	0.987	-27.000	0.000	NA	Y	0.867
16765	16766	b2675	b2676	nrdE	nrdF	TRUE	0.997	10.000	0.000	0.001	Y	0.889
16766	16767	b2676	b2677	nrdF	proV	FALSE	0.001	354.000	0.000	1.000	N	0.071
16767	16768	b2677	b2678	proV	proW	TRUE	0.998	-7.000	0.630	0.091	Y	0.847
16768	16769	b2678	b2679	proW	proX	TRUE	0.983	58.000	0.695	0.055	Y	0.669
16769	1936830	b2679	b2681	proX	ygaY	FALSE	0.032	192.000	0.000	NA		0.276
1936830	16771	b2681	b2682	ygaY	ygaZ	FALSE	0.006	124.000	0.000	NA		0.073
16771	16772	b2682	b2683	ygaZ	ygaH	TRUE	0.994	-10.000	0.915	NA		0.769
16772	16773	b2683	b2684	ygaH	mprA	TRUE	0.597	91.000	0.065	NA		0.586
16773	16774	b2684	b2685	mprA	emrA	TRUE	0.614	127.000	0.107	1.000	N	0.671
16774	16775	b2685	b2686	emrA	emrB	TRUE	0.987	17.000	0.875	1.000	N	0.486
16777	16778	b2688	b2689	gshA	yqaA	TRUE	0.629	73.000	0.071	NA		0.530
16778	16779	b2689	b2690	yqaA	yqaB	TRUE	0.979	-3.000	0.067	NA		0.621
16779	1936832	b2690	b2691	yqaB	argQ	FALSE	0.035	281.000	0.000	NA		NA
1936832	1936833	b2691	b2692	argQ	argZ	FALSE	0.057	199.000	0.000	NA		NA
1936833	1936834	b2692	b2693	argZ	argY	FALSE	0.262	63.000	0.000	NA		NA
1936834	1936835	b2693	b2694	argY	argV	FALSE	0.057	199.000	0.000	NA		NA
1936835	1936836	b2694	b2695	argV	serV	TRUE	0.863	4.000	0.000	NA		NA
1936836	16780	b2695	b2696	serV	csrA	FALSE	0.001	316.000	0.000	NA		-0.137
16780	16781	b2696	b2697	csrA	alaS	FALSE	0.002	235.000	0.020	1.000	N	-0.129
16781	16782	b2697	b2698	alaS	recX	FALSE	0.006	128.000	0.085	1.000		0.038
16782	16783	b2698	b2699	recX	recA	TRUE	0.881	69.000	0.296	1.000		0.779
16783	16784	b2699	b2700	recA	ygaD	FALSE	0.502	80.000	0.082	NA		0.463
16784	16785	b2700	b2701	ygaD	mltB	FALSE	0.029	145.000	0.026	NA		0.250
1936837	1936838	b2702	b2703	srlA	srlE	TRUE	0.998	-3.000	0.349	0.012	Y	0.875
1936838	16788	b2703	b2704	srlE	srlB	TRUE	0.996	11.000	0.000	0.012	Y	0.892
16788	16789	b2704	b2705	srlB	srlD	TRUE	0.988	4.000	0.040	1.000	N	0.883
16789	16790	b2705	b2706	srlD	gutM	TRUE	0.724	105.000	0.197	NA	N	0.713
16790	16791	b2706	b2707	gutM	srlR	TRUE	0.865	67.000	0.183	NA	Y	0.501
16791	16792	b2707	b2708	srlR	gutQ	TRUE	0.974	-7.000	0.562	1.000	N	0.400
16794	16795	b2710	b2711	norV	norW	TRUE	0.986	-3.000	0.083	0.054		0.588
16796	16797	b2712	b2713	hypF	hydN	FALSE	0.010	153.000	0.018	1.000	N	0.216
16797	16798	b2713	b2714	hydN	ascG	FALSE	0.090	149.000	0.316	1.000	N	-0.026
1936841	16800	b2715	b2716	ascF	ascB	TRUE	0.996	9.000	0.485	1.000	Y	0.507
16801	16802	b2717	b2718	hycI	hycH	TRUE	0.985	-7.000	0.360	NA		0.600
16802	16803	b2718	b2719	hycH	hycG	TRUE	0.985	-3.000	0.156	NA		0.644
16803	16804	b2719	b2720	hycG	hycF	TRUE	0.995	0.000	0.111	1.000	Y	0.665
16804	16805	b2720	b2721	hycF	hycE	TRUE	0.994	10.000	0.200	1.000	Y	0.575
16805	16806	b2721	b2722	hycE	hycD	TRUE	0.975	18.000	0.235	1.000	Y	0.398
16806	16807	b2722	b2723	hycD	hycC	TRUE	0.997	3.000	0.382	1.000	Y	0.601
16807	16808	b2723	b2724	hycC	hycB	TRUE	0.986	-3.000	0.154	1.000	Y	0.433
16808	16809	b2724	b2725	hycB	hycA	FALSE	0.537	125.000	0.000	NA		0.653
16810	16811	b2726	b2727	hypA	hypB	TRUE	0.997	4.000	0.306	0.002		0.809
16811	16812	b2727	b2728	hypB	hypC	TRUE	0.992	-9.000	0.139	NA	Y	0.814
16812	16813	b2728	b2729	hypC	hypD	TRUE	0.994	0.000	0.021	NA	Y	0.736
16813	16814	b2729	b2730	hypD	hypE	TRUE	0.993	-3.000	0.353	1.000	Y	0.469
16814	16815	b2730	b2731	hypE	fhlA	FALSE	0.535	74.000	0.019	1.000	N	0.489
16817	16818	b2733	b2734	mutS	pphB	FALSE	0.007	106.000	0.000	1.000		0.043
16820	16821	b2736	b2737	ygbJ	ygbK	TRUE	0.876	-3.000	0.000	NA		0.363
16821	16822	b2737	b2738	ygbK	ygbL	FALSE	0.286	92.000	0.000	NA		0.408
16822	16823	b2738	b2739	ygbL	ygbM	TRUE	0.993	5.000	0.265	1.000	Y	0.462
16823	16824	b2739	b2740	ygbM	ygbN	FALSE	0.457	89.000	0.143	1.000	Y	0.200
16825	16826	b2741	b2742	rpoS	nlpD	TRUE	0.819	63.000	0.142	1.000	N	0.645
16826	16827	b2742	b2743	nlpD	pcm	FALSE	0.028	140.000	0.030	1.000	N	0.229
16827	16828	b2743	b2744	pcm	surE	TRUE	0.988	-6.000	0.353	1.000		0.627
16828	16829	b2744	b2745	surE	truD	TRUE	0.982	-19.000	0.235	1.000		0.741
16829	16830	b2745	b2746	truD	ispF	TRUE	0.983	-3.000	0.173	1.000		0.573
16830	16831	b2746	b2747	ispF	ispD	TRUE	0.997	0.000	0.419	1.000	Y	0.630
16831	16832	b2747	b2748	ispD	ftsB	TRUE	0.974	19.000	0.185	1.000	N	0.640
16832	16833	b2748	b2749	ftsB	ygbE	FALSE	0.003	194.000	0.028	NA		0.073
16833	16834	b2749	b2750	ygbE	cysC	TRUE	0.854	50.000	0.198	NA		0.524
16834	16835	b2750	b2751	cysC	cysN	TRUE	0.998	0.000	0.340	1.000	Y	0.830
16835	16836	b2751	b2752	cysN	cysD	TRUE	0.998	2.000	0.574	0.001	N	0.920
11403151	16832		b2748		ftsB	FALSE	NA	4881.000	0.000	NA		NA
11545514	16832		b2748		ftsB	FALSE	NA	4881.000	0.000	NA		NA
